Naive,Random forest,KNN,Logistica,SVM,Rede neural,Xgboost
0.4545454545454546,0.5227272727272727,0.6363636363636364,0.5,0.5227272727272727,0.6136363636363636,0.5909090909090908
0.4545454545454546,0.4318181818181818,0.5909090909090909,0.45454545454545453,0.5,0.5909090909090908,0.5454545454545454
0.49999999999999994,0.40909090909090906,0.6136363636363636,0.38636363636363635,0.5227272727272727,0.6136363636363636,0.4318181818181818
0.5454545454545454,0.6136363636363636,0.6818181818181819,0.45454545454545453,0.5227272727272727,0.5454545454545454,0.6363636363636364
0.5227272727272727,0.5454545454545454,0.6136363636363636,0.40909090909090906,0.5681818181818181,0.5454545454545454,0.5227272727272727
0.43181818181818177,0.4772727272727273,0.5454545454545454,0.36363636363636365,0.5227272727272727,0.5681818181818181,0.5909090909090909
0.36363636363636365,0.4318181818181818,0.6136363636363635,0.38636363636363635,0.45454545454545453,0.5454545454545454,0.4772727272727273
0.36363636363636365,0.36363636363636365,0.6818181818181818,0.36363636363636365,0.40909090909090906,0.5454545454545454,0.5909090909090908
0.4318181818181818,0.22727272727272727,0.5909090909090908,0.4545454545454546,0.36363636363636365,0.5681818181818182,0.4318181818181818
0.45454545454545453,0.31818181818181823,0.6136363636363636,0.3181818181818182,0.43181818181818177,0.5681818181818182,0.5681818181818181
0.36363636363636365,0.36363636363636365,0.6590909090909092,0.38636363636363635,0.4318181818181818,0.5681818181818181,0.5227272727272727
0.4772727272727273,0.43181818181818177,0.5454545454545454,0.38636363636363635,0.5681818181818181,0.5227272727272727,0.43181818181818177
0.45454545454545453,0.5681818181818181,0.7045454545454546,0.38636363636363635,0.4772727272727273,0.5454545454545454,0.4772727272727273
0.45454545454545453,0.4772727272727273,0.6590909090909091,0.4318181818181818,0.40909090909090906,0.5454545454545454,0.47727272727272724
0.5227272727272727,0.47727272727272724,0.7272727272727272,0.45454545454545453,0.5454545454545454,0.6136363636363636,0.5
0.5454545454545455,0.4318181818181819,0.5909090909090908,0.40909090909090906,0.4772727272727273,0.5909090909090909,0.5227272727272727
0.47727272727272724,0.45454545454545453,0.5909090909090908,0.3636363636363636,0.4772727272727273,0.5909090909090909,0.5681818181818182
0.40909090909090906,0.36363636363636365,0.5681818181818181,0.36363636363636365,0.38636363636363635,0.5454545454545454,0.5
0.40909090909090906,0.34090909090909094,0.6136363636363636,0.40909090909090906,0.5,0.5,0.4090909090909091
0.3636363636363636,0.5227272727272727,0.6363636363636364,0.4318181818181818,0.5681818181818181,0.5454545454545454,0.4318181818181818
0.38636363636363635,0.4772727272727273,0.6136363636363636,0.2954545454545454,0.4772727272727273,0.6363636363636364,0.4545454545454546
0.3863636363636364,0.38636363636363635,0.6818181818181818,0.38636363636363635,0.5454545454545454,0.5227272727272727,0.4772727272727273
0.4545454545454545,0.4545454545454546,0.7045454545454546,0.38636363636363635,0.5227272727272727,0.5909090909090908,0.5681818181818181
0.40909090909090906,0.3181818181818182,0.5909090909090909,0.40909090909090906,0.3409090909090909,0.6136363636363636,0.47727272727272724
0.5,0.5,0.6136363636363636,0.36363636363636365,0.4318181818181818,0.6136363636363635,0.5
0.5454545454545454,0.47727272727272724,0.6363636363636364,0.5,0.6136363636363635,0.5909090909090908,0.5454545454545454
0.5681818181818181,0.4772727272727273,0.6590909090909091,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.6136363636363636
0.5454545454545454,0.45454545454545453,0.6818181818181818,0.45454545454545453,0.4772727272727273,0.5681818181818181,0.5454545454545454
0.45454545454545453,0.3636363636363636,0.6136363636363636,0.25,0.45454545454545453,0.5681818181818181,0.45454545454545453
0.45454545454545453,0.4318181818181818,0.6136363636363635,0.4090909090909091,0.5,0.5681818181818181,0.47727272727272724
